STATUS,RESEARCHER,BLD_TYPE,STREET_1,STREET_2,CITY,STATE,ZIP,LAT,LON,FLOOD_ZONE,BFE_FT,STAIRS,ROOF_PIX_L,ROOF_PIX_R,FFE_PIX_B,FFE_PIX_T,ROOF_INCH,GARAGE,LE,FIPS,BLD_ID,ELEV_GUESS,FLOOD_CLAIM,CONF,GSV_YR,GMAP_YR,GE_YR,EC_LEV1,EC_LEV2,EC_DATUM,EC_DATE,EC1_NAVD88,EC2_NAVD88,Ground_El,LAT,LON,Stairs_El,Pix_El,Combo_El,GRD_STA,GRD_PIX,GRD_COMBO,FFE_STA,FFE_PIX,FFE_COMBO,FFE_USE,GND_TRUTH,Andrew_92,Andrew_IN,100_YR,100_IN,BFE_DIF,NOTES,NOTES2
COMPLETED,kara0494@gmail.com,Dwelling,20800,Anchor Rd,Cutler Bay,FL,33189,25.573785,-80.357887,AE,8,1.5,-999,-999,-999,-999,-999,N,Y,,,1,,5,2016,2019,2017,,,,,,,5.4,25.573785,-80.357887,0.9375,#DIV/0!,#DIV/0!,6.3375,#DIV/0!,#DIV/0!,6.6475,#DIV/0!,#DIV/0!,6.6475,,10.25,3.6025,13.88,7.2325,,,
COMPLETED,kara0494@gmail.com,Dwelling,20810,Anchor Rd,Cutler Bay,FL,33189,25.573585,-80.357883,AE,8,2,-999,-999,-999,-999,-999,N,Y,,,0.5,,5,2016,2019,2017,,,,,,,5.59,25.573585,-80.357883,1.25,#DIV/0!,#DIV/0!,6.84,#DIV/0!,#DIV/0!,7.15,#DIV/0!,#DIV/0!,7.15,,10.25,3.1,13.88,6.73,,,
COMPLETED,kara0494@gmail.com,Dwelling,20830,Anchor Rd,Cutler Bay,FL,33189,25.573114,-80.357878,AE,8,1,-999,-999,-999,-999,-999,Y,Y,,,0.7,,5,2016,2019,2017,,,,,,,5.68,25.573114,-80.357878,0.625,#DIV/0!,#DIV/0!,6.305,#DIV/0!,#DIV/0!,6.615,#DIV/0!,#DIV/0!,6.615,,10.25,3.635,13.88,7.265,,,
COMPLETED,kara0494@gmail.com,Dwelling,20840,Anchor Rd,Cutler Bay,FL,33189,25.572946,-80.357882,AE,8,1.5,-999,-999,-999,-999,-999,N,Y,,,1,,3,2016,2019,2017,,,,,,,5.69,25.572946,-80.357882,0.9375,#DIV/0!,#DIV/0!,6.6275,#DIV/0!,#DIV/0!,6.9375,#DIV/0!,#DIV/0!,6.9375,,10.25,3.3125,13.88,6.9425,,,
COMPLETED,kara0494@gmail.com,Dwelling,20850,Anchor Rd,Cutler Bay,FL,33189,25.572739,-80.357908,AE,8,1.5,-999,-999,-999,-999,-999,N,Y,,,1,,5,2016,2019,2017,,,,,,,5.95,25.572739,-80.357908,0.9375,#DIV/0!,#DIV/0!,6.8875,#DIV/0!,#DIV/0!,7.1975,#DIV/0!,#DIV/0!,7.1975,,10.25,3.0525,13.88,6.6825,,,
COMPLETED,kara0494@gmail.com,Dwelling,20900,Anchor Rd,Cutler Bay,FL,33189,25.572537,-80.357876,AE,8,1,-999,-999,-999,-999,-999,N,Y,,,1,,3,2016,2019,2017,,,,,,,6.02,25.572537,-80.357876,0.625,#DIV/0!,#DIV/0!,6.645,#DIV/0!,#DIV/0!,6.955,#DIV/0!,#DIV/0!,6.955,,10.25,3.295,13.88,6.925,,,
COMPLETED,kara0494@gmail.com,Dwelling,20910,Anchor Rd,Cutler Bay,FL,33189,25.572326,-80.357905,AE,8,0.5,-999,-999,-999,-999,-999,N,Y,,,0.5,,4,2016,2019,2017,,,,,,,6.03,25.572326,-80.357905,0.3125,#DIV/0!,#DIV/0!,6.3425,#DIV/0!,#DIV/0!,6.6525,#DIV/0!,#DIV/0!,6.6525,,10.25,3.5975,13.88,7.2275,,,
COMPLETED,kara0494@gmail.com,Dwelling,20920,Anchor Rd,Cutler Bay,FL,33189,25.572123,-80.357874,AE,8,1.5,-999,-999,-999,-999,-999,N,Y,,,0.5,,5,2016,2019,2017,,,,,,,6.36,25.572123,-80.357874,0.9375,#DIV/0!,#DIV/0!,7.2975,#DIV/0!,#DIV/0!,7.6075,#DIV/0!,#DIV/0!,7.6075,,10.25,2.6425,13.88,6.2725,,,
COMPLETED,kara0494@gmail.com,Dwelling,21010,Anchor Rd,Cutler Bay,FL,33189,25.571534,-80.357862,X,-999,1.5,-999,-999,-999,-999,-999,N,Y,,,0.7,,4,2016,2019,2017,,,,,,,6.95,25.571534,-80.357862,0.9375,#DIV/0!,#DIV/0!,7.8875,#DIV/0!,#DIV/0!,8.1975,#DIV/0!,#DIV/0!,8.1975,,10.25,2.0525,13.88,5.6825,,,
COMPLETED,kara0494@gmail.com,Dwelling,21020,Anchor Rd,Cutler Bay,FL,33189,25.571323,-80.357895,X,-999,1.5,-999,-999,-999,-999,-999,N,Y,,,0.5,,5,2016,2019,2017,,,,,,,6.99,25.571323,-80.357895,0.9375,#DIV/0!,#DIV/0!,7.9275,#DIV/0!,#DIV/0!,8.2375,#DIV/0!,#DIV/0!,8.2375,,10.25,2.0125,13.88,5.6425,,,
COMPLETED,kara0494@gmail.com,Dwelling,21030,Anchor Rd,Cutler Bay,FL,33189,25.571119,-80.357875,X,-999,1,-999,-999,-999,-999,-999,N,Y,,,1,,3,2016,2019,2017,,,,,,,7.28,25.571119,-80.357875,0.625,#DIV/0!,#DIV/0!,7.905,#DIV/0!,#DIV/0!,8.215,#DIV/0!,#DIV/0!,8.215,,10.25,2.035,13.88,5.665,,,
COMPLETED,kara0494@gmail.com,Dwelling,21100,Anchor Rd,Cutler Bay,FL,33189,25.570909,-80.357899,X,-999,0.5,-999,-999,-999,-999,-999,N,Y,,,0.5,,5,2016,2019,2017,,,,,,,7.36,25.570909,-80.357899,0.3125,#DIV/0!,#DIV/0!,7.6725,#DIV/0!,#DIV/0!,7.9825,#DIV/0!,#DIV/0!,7.9825,,10.25,2.2675,13.88,5.8975,,,
COMPLETED,kara0494@gmail.com,Dwelling,21110,Anchor Rd,Cutler Bay,FL,33189,25.570699,-80.357861,X,-999,1.5,-999,-999,-999,-999,-999,N,Y,,,0.4,,5,2016,2019,2017,,,,,,,7.36,25.570699,-80.357861,0.9375,#DIV/0!,#DIV/0!,8.2975,#DIV/0!,#DIV/0!,8.6075,#DIV/0!,#DIV/0!,8.6075,,10.25,1.6425,13.88,5.2725,,,
COMPLETED,victoriaford@tamu.edu,Dwelling,9531,Bahama Dr,Cutler Bay,FL,33189,25.581887,-80.346416,X,-999,2,-999,-999,-999,-999,-999,N,Y,,,1.3,,5,2015,2019,2017,,,,,,,8.65,25.581887,-80.346416,1.25,#DIV/0!,#DIV/0!,9.9,#DIV/0!,#DIV/0!,10.21,#DIV/0!,#DIV/0!,10.21,,10.25,0.04,13.88,3.67,,"Clear imagery, measurements good in GSV",
COMPLETED,victoriaford@tamu.edu,Dwelling,9541,Bahama Dr,Cutler Bay,FL,33189,25.581863,-80.346698,X,-999,1,-999,-999,-999,-999,-999,N,Y,,,0.8,,5,2015,2019,2017,,,,,,,8.65,25.581863,-80.346698,0.625,#DIV/0!,#DIV/0!,9.275,#DIV/0!,#DIV/0!,9.585,#DIV/0!,#DIV/0!,9.585,,10.25,0.665,13.88,4.295,,Can make out stairs through construction in GSV,
COMPLETED,victoriaford@tamu.edu,Dwelling,9550,Bahama Dr,Cutler Bay,FL,33189,25.581401,-80.346984,X,-999,1,-999,-999,-999,-999,-999,N,Y,,,0.8,,5,2015,2019,2017,,,,,,,8.38,25.581401,-80.346984,0.625,#DIV/0!,#DIV/0!,9.005,#DIV/0!,#DIV/0!,9.315,#DIV/0!,#DIV/0!,9.315,,10.25,0.935,13.88,4.565,,"Clear imagery, measurements good in GSV",
COMPLETED,victoriaford@tamu.edu,Dwelling,9551,Bahama Dr,Cutler Bay,FL,33189,25.581814,-80.364939,X,-999,2,-999,-999,-999,-999,-999,N,Y,,,1.3,,5,2015,2019,2017,,,,,,,3.42,25.581814,-80.364939,1.25,#DIV/0!,#DIV/0!,4.67,#DIV/0!,#DIV/0!,4.98,#DIV/0!,#DIV/0!,4.98,,10.25,5.27,13.88,8.9,,"Clear imagery, measurements good in GSV",
COMPLETED,victoriaford@tamu.edu,Dwelling,9601,Bahama Dr,Cutler Bay,FL,33189,25.5817,-80.347175,X,-999,1,-999,-999,-999,-999,-999,N,Y,,,0.8,,5,2015,2019,2017,,,,,,,8.32,25.5817,-80.347175,0.625,#DIV/0!,#DIV/0!,8.945,#DIV/0!,#DIV/0!,9.255,#DIV/0!,#DIV/0!,9.255,,10.25,0.995,13.88,4.625,,"Clear imagery, measurements good in GSV",
COMPLETED,victoriaford@tamu.edu,Dwelling,9610,Bahama Dr,Cutler Bay,FL,33189,25.581079,-80.347547,X,-999,1.5,-999,-999,-999,-999,-999,N,Y,,,1,,5,2011,2019,2017,,,,,,,8.32,25.581079,-80.347547,0.9375,#DIV/0!,#DIV/0!,9.2575,#DIV/0!,#DIV/0!,9.5675,#DIV/0!,#DIV/0!,9.5675,,10.25,0.6825,13.88,4.3125,,"Clear imagery, measurements good in GSV",
COMPLETED,victoriaford@tamu.edu,Dwelling,9611,Bahama Dr,Cutler Bay,FL,33189,25.581459,-80.347544,X,-999,1,-999,-999,-999,-999,-999,N,Y,,,0.8,,5,2011,2019,2017,,,,,,,8.32,25.581459,-80.347544,0.625,#DIV/0!,#DIV/0!,8.945,#DIV/0!,#DIV/0!,9.255,#DIV/0!,#DIV/0!,9.255,,10.25,0.995,13.88,4.625,,"Clear imagery, measurements good in GSV",
COMPLETED,victoriaford@tamu.edu,Dwelling,9620,Bahama Dr,Cutler Bay,FL,33189,25.580974,-80.347769,X,-999,2.5,0,707,-999,-999,689.09,N,Y,,,1.5,,3,2011,2019,2017,,,,,,,8.32,25.580974,-80.347769,1.5625,0,0.78125,9.8825,8.32,9.10125,10.1925,8.63,9.41125,9.41125,,10.25,0.83875,13.88,4.46875,,"Can only make out stairs from a side street, front of house is blocked by shrubs and trees in GSV",
COMPLETED,victoriaford@tamu.edu,Dwelling,9630,Bahama Dr,Cutler Bay,FL,33189,25.580859,-80.347966,X,-999,2,-999,-999,-999,-999,-999,N,Y,,,1.3,,5,2011,2019,2017,,,,,,,8.32,25.580859,-80.347966,1.25,#DIV/0!,#DIV/0!,9.57,#DIV/0!,#DIV/0!,9.88,#DIV/0!,#DIV/0!,9.88,,10.25,0.37,13.88,4,,"Clear imagery, measurements good in GSV",
COMPLETED,victoriaford@tamu.edu,Dwelling,9631,Bahama Dr,Cutler Bay,FL,33189,25.581385,-80.347773,X,-999,1.5,-999,-999,-999,-999,-999,N,Y,,,1,,5,2011,2019,2017,,,,,,,8.32,25.581385,-80.347773,0.9375,#DIV/0!,#DIV/0!,9.2575,#DIV/0!,#DIV/0!,9.5675,#DIV/0!,#DIV/0!,9.5675,,10.25,0.6825,13.88,4.3125,,"Clear imagery, measurements good in GSV",
COMPLETED,victoriaford@tamu.edu,Dwelling,9641,Bahama Dr,Cutler Bay,FL,33189,25.5813,-80.34796,X,-999,1,-999,-999,-999,-999,-999,N,Y,,,0.8,,5,2011,2019,2017,,,,,,,8.32,25.5813,-80.34796,0.625,#DIV/0!,#DIV/0!,8.945,#DIV/0!,#DIV/0!,9.255,#DIV/0!,#DIV/0!,9.255,,10.25,0.995,13.88,4.625,,"Clear imagery, measurements good in GSV",
COMPLETED,victoriaford@tamu.edu,Dwelling,9700,Bahama Dr,Cutler Bay,FL,33189,25.580761,-80.348146,X,-999,2,-999,-999,-999,-999,-999,N,Y,,,1.3,,5,2011,2019,2017,,,,,,,8.32,25.580761,-80.348146,1.25,#DIV/0!,#DIV/0!,9.57,#DIV/0!,#DIV/0!,9.88,#DIV/0!,#DIV/0!,9.88,,10.25,0.37,13.88,4,,"Clear imagery, measurements good in GSV",
COMPLETED,victoriaford@tamu.edu,Dwelling,9701,Bahama Dr,Cutler Bay,FL,33189,25.581149,-80.34811,X,-999,2,-999,-999,-999,-999,-999,N,Y,,,1.3,,5,2011,2019,2017,,,,,,,8.32,25.581149,-80.34811,1.25,#DIV/0!,#DIV/0!,9.57,#DIV/0!,#DIV/0!,9.88,#DIV/0!,#DIV/0!,9.88,,10.25,0.37,13.88,4,,"Clear imagery, measurements good in GSV",
COMPLETED,victoriaford@tamu.edu,Dwelling,9710,Bahama Dr,Cutler Bay,FL,33189,25.580649,-80.348365,X,-999,1,-999,-999,-999,-999,-999,N,Y,,,0.8,,5,2011,2019,2017,,,,,,,8.32,25.580649,-80.348365,0.625,#DIV/0!,#DIV/0!,8.945,#DIV/0!,#DIV/0!,9.255,#DIV/0!,#DIV/0!,9.255,,10.25,0.995,13.88,4.625,,"Clear imagery, measurements good in GSV",
COMPLETED,victoriaford@tamu.edu,Dwelling,9711,Bahama Dr,Cutler Bay,FL,33189,25.581038,-80.348315,X,-999,2,-999,-999,-999,-999,-999,N,Y,,,1.3,,5,2011,2019,2017,,,,,,,8.32,25.581038,-80.348315,1.25,#DIV/0!,#DIV/0!,9.57,#DIV/0!,#DIV/0!,9.88,#DIV/0!,#DIV/0!,9.88,,10.25,0.37,13.88,4,,"Clear imagery, measurements good in GSV",
COMPLETED,victoriaford@tamu.edu,Dwelling,9721,Bahama Dr,Cutler Bay,FL,33189,25.580963,-80.348564,X,-999,2.5,0,376,0,19,527.38,N,Y,,,1.6,,5,2011,2019,2017,,,,,,,8.32,25.580963,-80.348564,1.5625,2.22079344,1.89164672,9.8825,10.54079344,10.21164672,10.1925,10.85079344,10.52164672,10.1925,,10.25,0.0575,13.88,3.6875,,"Complex roofline in GE, able to get a clean line measurement",
COMPLETED,victoriaford@tamu.edu,Dwelling,9730,Bahama Dr,Cutler Bay,FL,33189,25.580438,-80.348731,X,-999,2,-999,-999,-999,-999,-999,N,Y,,,1.3,,5,2011,2019,2017,,,,,,,8.32,25.580438,-80.348731,1.25,#DIV/0!,#DIV/0!,9.57,#DIV/0!,#DIV/0!,9.88,#DIV/0!,#DIV/0!,9.88,,10.25,0.37,13.88,4,,"Clear imagery, measurements good in GSV",
COMPLETED,victoriaford@tamu.edu,Dwelling,9731,Bahama Dr,Cutler Bay,FL,33189,25.580855,-80.348758,X,-999,2,-999,-999,-999,-999,-999,N,Y,,,1.3,,5,2011,2019,2017,,,,,,,8.32,25.580855,-80.348758,1.25,#DIV/0!,#DIV/0!,9.57,#DIV/0!,#DIV/0!,9.88,#DIV/0!,#DIV/0!,9.88,,10.25,0.37,13.88,4,,"Clear imagery, measurements good in GSV",
COMPLETED,victoriaford@tamu.edu,Dwelling,9740,Bahama Dr,Cutler Bay,FL,33189,25.580334,-80.348922,X,-999,1,-999,-999,-999,-999,-999,N,Y,,,0.8,,3,2011,2019,2017,,,,,,,8.32,25.580334,-80.348922,0.625,#DIV/0!,#DIV/0!,8.945,#DIV/0!,#DIV/0!,9.255,#DIV/0!,#DIV/0!,9.255,,10.25,0.995,13.88,4.625,,"Educated guess on stair count since car blocks perpendicuar view, can make out a step from well down the street in GSV",
COMPLETED,victoriaford@tamu.edu,Dwelling,9741,Bahama Dr,Cutler Bay,FL,33189,25.580723,-80.348905,X,-999,2,-999,-999,-999,-999,-999,N,Y,,,1.3,,5,2011,2019,2017,,,,,,,8.32,25.580723,-80.348905,1.25,#DIV/0!,#DIV/0!,9.57,#DIV/0!,#DIV/0!,9.88,#DIV/0!,#DIV/0!,9.88,,10.25,0.37,13.88,4,,"Clear imagery, measurements good in GSV",
COMPLETED,victoriaford@tamu.edu,Dwelling,9750,Bahama Dr,Cutler Bay,FL,33189,25.580227,-80.349143,X,-999,2,-999,-999,-999,-999,-999,N,Y,,,1.3,,5,2011,2019,2017,,,,,,,8.32,25.580227,-80.349143,1.25,#DIV/0!,#DIV/0!,9.57,#DIV/0!,#DIV/0!,9.88,#DIV/0!,#DIV/0!,9.88,,10.25,0.37,13.88,4,,"Clear imagery, measurements good in GSV",
COMPLETED,victoriaford@tamu.edu,Dwelling,9751,Bahama Dr,Cutler Bay,FL,33189,25.580649,-80.349147,X,-999,2,-999,-999,-999,-999,-999,N,Y,,,1.3,,5,2011,2019,2017,,,,,,,8.32,25.580649,-80.349147,1.25,#DIV/0!,#DIV/0!,9.57,#DIV/0!,#DIV/0!,9.88,#DIV/0!,#DIV/0!,9.88,,10.25,0.37,13.88,4,,"Clear imagery, measurements good in GSV",
COMPLETED,victoriaford@tamu.edu,Dwelling,9760,Bahama Dr,Cutler Bay,FL,33189,25.58012,-80.349319,X,-999,2,-999,-999,-999,-999,-999,N,Y,,,1.3,,5,2011,2019,2017,,,,,,,8.32,25.58012,-80.349319,1.25,#DIV/0!,#DIV/0!,9.57,#DIV/0!,#DIV/0!,9.88,#DIV/0!,#DIV/0!,9.88,,10.25,0.37,13.88,4,,"Clear imagery, measurements good in GSV",
COMPLETED,victoriaford@tamu.edu,Dwelling,9761,Bahama Dr,Cutler Bay,FL,33189,25.580542,-80.349349,X,-999,2,-999,-999,-999,-999,-999,N,Y,,,1.3,,5,2011,2019,2017,,,,,,,8.32,25.580542,-80.349349,1.25,#DIV/0!,#DIV/0!,9.57,#DIV/0!,#DIV/0!,9.88,#DIV/0!,#DIV/0!,9.88,,10.25,0.37,13.88,4,,"Clear imagery, measurements good in GSV",
COMPLETED,victoriaford@tamu.edu,Dwelling,9770,Bahama Dr,Cutler Bay,FL,33189,25.580007,-80.34953,X,-999,1.5,-999,-999,-999,-999,-999,N,Y,,,1,,5,2011,2019,2017,,,,,,,8.32,25.580007,-80.34953,0.9375,#DIV/0!,#DIV/0!,9.2575,#DIV/0!,#DIV/0!,9.5675,#DIV/0!,#DIV/0!,9.5675,,10.25,0.6825,13.88,4.3125,,"Clear imagery, measurements good in GSV",
COMPLETED,victoriaford@tamu.edu,Dwelling,9771,Bahama Dr,Cutler Bay,FL,33189,25.580403,-80.349491,X,-999,2,-999,-999,-999,-999,-999,N,Y,,,1.3,,3,2011,2019,2017,,,,,,,8.32,25.580403,-80.349491,1.25,#DIV/0!,#DIV/0!,9.57,#DIV/0!,#DIV/0!,9.88,#DIV/0!,#DIV/0!,9.88,,10.25,0.37,13.88,4,,"Educated guess on stair count since tree blocks perpendicular view, can make out steps from slightly blurry view",
COMPLETED,victoriaford@tamu.edu,Dwelling,9780,Bahama Dr,Cutler Bay,FL,33189,25.579914,-80.349719,X,-999,1,-999,-999,-999,-999,-999,N,Y,,,0.8,,5,2011,2019,2017,,,,,,,8.32,25.579914,-80.349719,0.625,#DIV/0!,#DIV/0!,8.945,#DIV/0!,#DIV/0!,9.255,#DIV/0!,#DIV/0!,9.255,,10.25,0.995,13.88,4.625,,"Clear imagery, measurements good in GSV",
COMPLETED,victoriaford@tamu.edu,Dwelling,9790,Bahama Dr,Cutler Bay,FL,33189,25.579793,-80.349913,X,-999,2,-999,-999,-999,-999,-999,N,Y,,,1.3,,5,2011,2019,2017,,,,,,,8.32,25.579793,-80.349913,1.25,#DIV/0!,#DIV/0!,9.57,#DIV/0!,#DIV/0!,9.88,#DIV/0!,#DIV/0!,9.88,,10.25,0.37,13.88,4,,"Clear imagery, measurements good in GSV",
COMPLETED,victoriaford@tamu.edu,Dwelling,9800,Bahama Dr,Cutler Bay,FL,33189,25.579698,-80.350104,X,-999,1.5,-999,-999,-999,-999,-999,N,Y,,,1,,5,2011,2019,2017,,,,,,,8.32,25.579698,-80.350104,0.9375,#DIV/0!,#DIV/0!,9.2575,#DIV/0!,#DIV/0!,9.5675,#DIV/0!,#DIV/0!,9.5675,,10.25,0.6825,13.88,4.3125,,"Clear imagery, measurements good in GSV",
COMPLETED,victoriaford@tamu.edu,Dwelling,9810,Bahama Dr,Cutler Bay,FL,33189,25.579595,-80.350308,X,-999,2,-999,-999,-999,-999,-999,N,Y,,,1.3,,5,2011,2019,2017,,,,,,,8.32,25.579595,-80.350308,1.25,#DIV/0!,#DIV/0!,9.57,#DIV/0!,#DIV/0!,9.88,#DIV/0!,#DIV/0!,9.88,,10.25,0.37,13.88,4,,"Clear imagery, measurements good in GSV",
COMPLETED,victoriaford@tamu.edu,Dwelling,9820,Bahama Dr,Cutler Bay,FL,33189,25.579374,-80.350719,X,-999,2,-999,-999,-999,-999,-999,N,Y,,,1.3,,5,2011,2019,2017,,,,,,,8.32,25.579374,-80.350719,1.25,#DIV/0!,#DIV/0!,9.57,#DIV/0!,#DIV/0!,9.88,#DIV/0!,#DIV/0!,9.88,,10.25,0.37,13.88,4,,"Clear imagery, measurements good in GSV",
COMPLETED,victoriaford@tamu.edu,Dwelling,9830,Bahama Dr,Cutler Bay,FL,33189,25.579269,-80.350918,X,-999,2,-999,-999,-999,-999,-999,N,Y,,,1.3,,5,2011,2019,2017,,,,,,,8.32,25.579269,-80.350918,1.25,#DIV/0!,#DIV/0!,9.57,#DIV/0!,#DIV/0!,9.88,#DIV/0!,#DIV/0!,9.88,,10.25,0.37,13.88,4,,"Clear imagery, measurements good in GSV",
COMPLETED,victoriaford@tamu.edu,Dwelling,9840,Bahama Dr,Cutler Bay,FL,33189,25.579184,-80.351144,X,-999,1,-999,-999,-999,-999,-999,N,Y,,,0.8,,5,2011,2019,2017,,,,,,,8.32,25.579184,-80.351144,0.625,#DIV/0!,#DIV/0!,8.945,#DIV/0!,#DIV/0!,9.255,#DIV/0!,#DIV/0!,9.255,,10.25,0.995,13.88,4.625,,"Clear imagery, measurements good in GSV",
COMPLETED,victoriaford@tamu.edu,Dwelling,9860,Bahama Dr,Cutler Bay,FL,33189,25.578944,-80.351503,X,-999,1.5,-999,-999,-999,-999,-999,N,Y,,,1,,5,2011,2019,2017,,,,,,,8.32,25.578944,-80.351503,0.9375,#DIV/0!,#DIV/0!,9.2575,#DIV/0!,#DIV/0!,9.5675,#DIV/0!,#DIV/0!,9.5675,,10.25,0.6825,13.88,4.3125,,"Clear imagery, measurements good in GSV",
COMPLETED,victoriaford@tamu.edu,Dwelling,9870,Bahama Dr,Cutler Bay,FL,33189,25.57883,-80.351691,X,-999,2,-999,-999,-999,-999,-999,N,Y,,,1.3,,5,2011,2019,2017,,,,,,,8.32,25.57883,-80.351691,1.25,#DIV/0!,#DIV/0!,9.57,#DIV/0!,#DIV/0!,9.88,#DIV/0!,#DIV/0!,9.88,,10.25,0.37,13.88,4,,"Clear imagery, measurements good in GSV",
